Collection,Name,Member Attribute,Sub-member Attribute,Syntax,Reference
Printer Description,smi2699-device-format,,,mimeMediaType,[IPPSERVER]
Printer Description,smi2699-device-name,,,name(MAX),[IPPSERVER]
Printer Description,smi2699-device-uri,,,uri,[IPPSERVER]
Printer Description,stitching-angle-supported,,,1setOf (integer(0:359) | rangeOfInteger(0:359)),[PWG5100.1]
Printer Description,stitching-locations-supported,,,1setOf (integer(0:MAX) | rangeOfInteger(0:MAX)),[PWG5100.1]
Printer Description,stitching-method-supported,,,1setOf type2 keyword,[PWG5100.1]
Printer Description,stitching-offset-supported,,,1setOf (integer(0:MAX) | rangeOfInteger(0:MAX)),[PWG5100.1]
Printer Description,stitching-reference-edge-supported,,,1setOf type2 keyword,[PWG5100.1]
Printer Description,subject-supported,,,integer(0:1023),[PWG5100.15]
Printer Description,subordinate-printers-supported,,,1setOf uri,[RFC3998]
Printer Description,subscription-privacy-attributes,,,1setOf type2 keyword,[IPPPRIVACY10]
Printer Description,subscription-privacy-scope,,,type2 keyword,[IPPPRIVACY10]
Printer Description,to-name-supported,,,integer(0:1023),[PWG5100.15]
Printer Description,trimming-offset-supported,,,1setOf (integer(0:MAX) | rangeOfInteger(0:MAX)),[PWG5100.1]
Printer Description,trimming-reference-edge-supported,,,1setOf type1 keyword,[PWG5100.1]
Printer Description,trimming-type-supported,,,1setOf type2 keyword,[PWG5100.1]
Printer Description,trimming-when-supported,,,1setOf type2 keyword,[PWG5100.1]
Printer Description,uri-authentication-supported,,,1setOf type2 keyword,[RFC8011]
Printer Description,uri-security-supported,,,1setOf type2 keyword,[RFC8011]
Printer Description,user-defined-values-supported,,,1setOf type2 keyword,[PWG5100.3]
Printer Description,which-jobs-supported,,,1setOf type2 keyword,[PWG5100.11]
Printer Description,x-image-position-default,,,type2 keyword,[PWG5100.3]
Printer Description,x-image-position-supported,,,1setOf type2 keyword,[PWG5100.3]
Printer Description,x-image-shift-default,,,integer(MIN:MAX),[PWG5100.3]
Printer Description,x-image-shift-supported,,,rangeOfInteger(MIN:MAX),[PWG5100.3]
Printer Description,x-side1-image-shift-default,,,integer(MIN:MAX),[PWG5100.3]
Printer Description,x-side1-image-shift-supported,,,rangeOfInteger(MIN:MAX),[PWG5100.3]
Printer Description,x-side2-image-shift-default,,,integer(MIN:MAX),[PWG5100.3]
Printer Description,x-side2-image-shift-supported,,,rangeOfInteger(MIN:MAX),[PWG5100.3]
Printer Description,y-image-position-default,,,type2 keyword,[PWG5100.3]
Printer Description,y-image-position-supported,,,1setOf type2 keyword,[PWG5100.3]
Printer Description,y-image-shift-default,,,integer(MIN:MAX),[PWG5100.3]
Printer Description,y-image-shift-supported,,,rangeOfInteger(MIN:MAX),[PWG5100.3]
Printer Description,y-side1-image-shift-default,,,integer(MIN:MAX),[PWG5100.3]
Printer Description,y-side1-image-shift-supported,,,rangeOfInteger(MIN:MAX),[PWG5100.3]
Printer Description,y-side2-image-shift-default,,,integer(MIN:MAX),[PWG5100.3]
Printer Description,y-side2-image-shift-supported,,,rangeOfInteger(MIN:MAX),[PWG5100.3]
Printer Status,chamber-humidity-current,,,integer(0:100) | unknown,[PWG5100.21]
Printer Status,chamber-temperature-current,,,integer(-273:MAX) | unknown,[PWG5100.21]
Printer Status,device-service-count,,,integer(1:MAX),[PWG5100.13]
Printer Status,device-uuid,,,uri(45),[PWG5100.13]
Printer Status,document-format-varying-attributes,,,1setOf keyword,[RFC3380]
Printer Status,job-settable-attributes-supported,,,1setOf keyword,[RFC3380]
Printer Status,pages-per-minute,,,integer(0:MAX),[RFC8011]
Printer Status,pages-per-minute-color,,,integer(0:MAX),[RFC8011]
Printer Status,printer-alert,,,1setOf octetString(MAX),[PWG5100.9]
Printer Status,printer-alert-description,,,1setOf text(MAX),[PWG5100.9]
Printer Status,printer-camera-image-uri,,,1setOf uri,[PWG5100.21]
Printer Status,printer-config-change-date-time,,,dateTime,[PWG5100.13]
Printer Status,printer-config-change-time,,,integer(1:MAX),[PWG5100.13]
Printer Status,printer-detailed-status-messages,,,1setOf text(MAX),[PWG5100.11]
Printer Status,printer-finisher,,,1setOf octetString(MAX),[PWG5100.1]
Printer Status,printer-finisher-description,,,1setOf text(MAX),[PWG5100.1]
Printer Status,printer-finisher-supplies,,,1setOf octetString,[PWG5100.1]
Printer Status,printer-finisher-supplies-description,,,1setOf text(MAX),[PWG5100.1]
Printer Status,printer-input-tray,,,1setOf octetString(MAX),[PWG5100.13]
Printer Status,printer-is-accepting-jobs,,,boolean,[RFC8011]
Printer Status,printer-message-date-time,,,dateTime,[RFC3380]
Printer Status,printer-message-from-operator,,,text(127),[RFC8011]
Printer Status,printer-message-time,,,integer(MIN:MAX),[RFC3380]
Printer Status,printer-more-info,,,uri,[RFC8011]
Printer Status,printer-output-tray,,,1setOf octetString(MAX),[PWG5100.13]
Printer Status,printer-settable-attributes-supported,,,1setOf keyword,[RFC3380]
Printer Status,printer-state,,,type1 enum,[RFC8011]
Printer Status,printer-state-change-date-time,,,dateTime,[RFC3995]
Printer Status,printer-state-change-time,,,integer(1:MAX),[RFC3995]
Printer Status,printer-state-message,,,text(MAX),[RFC8011]
Printer Status,printer-state-reasons,,,1setOf type2 keyword,[RFC8011]
Printer Status,printer-static-resource-k-octets-free,,,integer(0:MAX),[PWG5100.18]
Printer Status,printer-supply,,,1setOf octetString(MAX),[PWG5100.13]
Printer Status,printer-supply-description,,,1setOf text(MAX),[PWG5100.13]
Printer Status,printer-supply-info-uri,,,uri,[PWG5100.13]
Printer Status,printer-up-time,,,integer(1:MAX),[RFC8011]
Printer Status,printer-uri-supported,,,1setOf uri,[RFC8011]
Printer Status,printer-uuid,,,uri(45),[PWG5100.13]
Printer Status,queued-job-count,,,integer(0:MAX),[RFC8011]
Printer Status,xri-authentication-supported,,,1setOf type2 keyword,[RFC3380]
Printer Status,xri-security-supported,,,1setOf type2 keyword,[RFC3380]
Printer Status,xri-uri-scheme-supported,,,1setOf uriScheme,[RFC3380]
Subscription Status,notify-job-id,,,integer(1:MAX),[RFC3995]
Subscription Status,notify-lease-expiration-time,,,integer(0:MAX),[RFC3995]
Subscription Status,notify-printer-up-time,,,integer(1:MAX),[RFC3995]
Subscription Status,notify-printer-uri,,,uri,[RFC3995]
Subscription Status,notify-sequence-number,,,integer(0:MAX),[RFC3995]
Subscription Status,notify-status-code,,,type2 enum,[RFC3995]
Subscription Status,notify-subscriber-user-name,,,name(MAX),[RFC3995]
Subscription Status,notify-subscriber-user-uri,,,uri,[PWG5100.13]
Subscription Status,notify-subscription-id,,,integer(1:MAX),[RFC3995]
Subscription Status,notify-subscription-uuid,,,uri,[PWG5100.13]
Subscription Template,notify-attributes,,,1setOf keyword,[RFC3995]
Subscription Template,notify-charset,,,charset,[RFC3995]
Subscription Template,notify-events,,,1setOf type2 keyword,[RFC3995]
Subscription Template,notify-lease-duration,,,integer(0:67108863),[RFC3995]
Subscription Template,notify-max-events-supported,,,integer(2:MAX),[RFC3995]
Subscription Template,notify-natural-language,,,naturalLanguage,[RFC3995]
Subscription Template,notify-pull-method,,,type2 keyword,[RFC3995]
Subscription Template,notify-recipient-uri,,,uri,[RFC3995]
Subscription Template,notify-time-interval,,,integer(0:MAX),[RFC3995]
Subscription Template,notify-user-data,,,octetString(63),[RFC3995]
System Description,smi2699-auth-group-supported,,,1setOf name(MAX),[IPPSERVER]
System Description,smi2699-device-command-supported,,,1setOf name(MAX),[IPPSERVER]
System Description,smi2699-device-format-supported,,,1setOf mimeMediaType,[IPPSERVER]
System Description,smi2699-device-uri-schemes-supported,,,1setOf uriScheme,[IPPSERVER]
